show_title,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name
The Kissing Booth 2,Films (English),tt9784456,movie,The Kissing Booth 2,The Kissing Booth 2,0,2020,\N,134,"Comedy,Romance",5.7,35874,nm1479803,Vince Marcello
Dead Man Down,Films (English),tt2101341,movie,Dead Man Down,Dead Man Down,0,2013,\N,118,"Action,Crime,Drama",6.4,69559,nm0649117,Niels Arden Oplev
Untold: Malice at the Palace,Films (English),tt15085802,movie,Untold: Malice at the Palace,Untold: Malice at the Palace,0,2021,\N,68,"Crime,Documentary,Sport",7.5,9696,nm1351718,Floyd Russ
The Swarm,Films (Non-English),tt10675724,movie,The Swarm,La nuée,0,2020,\N,101,"Drama,Horror",5.3,7778,nm4224294,Just Philippot
Navarasa,Films (Non-English),tt0781434,movie,Navarasa,Navarasa,0,2005,\N,99,Drama,7.5,46,nm0007144,Santosh Sivan
The Losers,Films (English),tt3746918,movie,The Losers,The Losers,0,2013,\N,112,Drama,2.4,98,nm2807332,Yi-an Lou
Wish Dragon,Films (English),tt5562070,movie,Wish Dragon,Wish Dragon,0,2021,\N,98,"Adventure,Animation,Comedy",7.2,31751,nm2282774,Chris Appelhans
World Trade Center,Films (English),tt0469641,movie,World Trade Center,World Trade Center,0,2006,\N,129,"Drama,History,Thriller",6,86810,nm0000231,Oliver Stone
Trollhunters: Rise of the Titans,Films (English),tt12851396,movie,Trollhunters: Rise of the Titans,Trollhunters: Rise of the Titans,0,2021,\N,104,"Action,Adventure,Animation",6.6,5742,"nm3028578,nm2508936,nm2112570","Andrew L. Schmidt, Francisco Ruiz-Velasco, Johane Matte"
Twilight,Films (English),tt4242732,movie,Twilight,Sayeh Roshan,0,2013,\N,\N,Drama,4.5,68,nm1288038,Farzad Motamen
The Twilight Saga: New Moon,Films (English),tt1259571,movie,The Twilight Saga: New Moon,The Twilight Saga: New Moon,0,2009,\N,130,"Adventure,Drama,Fantasy",4.8,294869,nm0919363,Chris Weitz
A Perfect Fit,Films (Non-English),tt13606090,movie,A Perfect Fit,A Perfect Fit,0,2021,\N,112,"Comedy,Drama,Romance",5.4,682,nm7698601,Hadrah Daeng Ratu
Words Bubble Up Like Soda Pop,Films (Non-English),tt12735338,movie,Words Bubble Up Like Soda Pop,Cider no yô ni kotoba ga wakiagaru,0,2020,\N,87,"Animation,Drama,Music",6.8,5033,nm6660754,Kyohei Ishiguro
The Twilight Saga: Eclipse,Films (English),tt1325004,movie,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,0,2010,\N,124,"Action,Adventure,Drama",5.1,255870,nm1720541,David Slade
The Guide to the Perfect Family,Films (Non-English),tt11991786,movie,The Guide to the Perfect Family,Le Guide de la famille parfaite,0,2021,\N,102,"Comedy,Drama",6.4,1947,nm1168135,Ricardo Trogi
A Classic Horror Story,Films (Non-English),tt12877640,movie,A Classic Horror Story,A Classic Horror Story,0,2021,\N,95,"Drama,Horror,Mystery",5.7,21089,"nm3248608,nm5378650","Roberto De Feo, Paolo Strippoli"
Deep,Films (Non-English),tt21097886,movie,Deep,Deep,0,2022,\N,113,Drama,,,nm9793734,Chidi Anyanwu Chidox
Haseen Dillruba,Films (Non-English),tt11027830,movie,Haseen Dillruba,Haseen Dillruba,0,2021,\N,135,"Crime,Drama,Mystery",6.9,28893,nm5932553,Vinil Mathew
Gunpowder Milkshake,Films (English),tt8368408,movie,Gunpowder Milkshake,Gunpowder Milkshake,0,2021,\N,114,"Action,Crime,Thriller",6.1,49331,nm4142927,Navot Papushado
The Water Man,Films (English),tt4779326,movie,The Water Man,The Water Man,0,2020,\N,91,"Adventure,Drama,Family",5.5,4463,nm0654648,David Oyelowo
This Little Love of Mine,Films (English),tt12546872,movie,This Little Love of Mine,This Little Love of Mine,0,2021,\N,91,Romance,5.4,3133,nm2790991,Christine Luby
Fatherhood,Films (English),tt18571782,movie,Fatherhood,Fatherhood,1,2021,\N,\N,Adult,,,\N,
Rust Creek,Films (English),tt6610158,movie,Rust Creek,Rust Creek,0,2018,\N,108,"Crime,Drama,Thriller",5.9,12648,nm0569653,Jen McGowan
Last Summer,Films (Non-English),tt14550346,movie,Last Summer,L'été dernier,0,2023,\N,104,"Drama,Thriller",6.7,424,nm0106924,Catherine Breillat
The 8th Night,Films (Non-English),tt14781176,movie,The 8th Night,Je8ileui bam,0,2021,\N,115,"Horror,Thriller",5.3,4094,nm10924776,Kim Tae-hyung
Silver Skates,Films (Non-English),tt10525672,movie,Silver Skates,Serebryanye konki,0,2020,\N,130,"Adventure,Drama,Family",7.1,7053,nm3996001,Michael Lockshin
Warcraft,Films (English),tt0803096,movie,Warcraft,Warcraft,0,2016,\N,123,"Action,Adventure,Fantasy",6.7,274064,nm1512910,Duncan Jones
How to Train Your Dragon: The Hidden World,Films (English),tt2386490,movie,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,0,2019,\N,104,"Action,Adventure,Animation",7.4,143777,nm0213450,Dean DeBlois
The Huntsman: Winter's War,Films (English),tt2381991,movie,The Huntsman: Winter's War,The Huntsman: Winter's War,0,2016,\N,114,"Action,Adventure,Drama",6.1,116834,nm1031639,Cedric Nicolas-Troyan
Dynasty Warriors,Films (Non-English),tt7587604,movie,Dynasty Warriors,Zhen · San guo wu shuang,0,2021,\N,119,"Action,Adventure,Fantasy",4.8,2452,nm3469952,Roy Hin Yeung Chow
O Candidato Honesto,Films (Non-English),tt4083076,movie,O Candidato Honesto,O Candidato Honesto,0,2014,\N,110,Comedy,5.5,1181,nm0764367,Roberto Santucci
Good on Paper,Films (English),tt8231668,movie,Good on Paper,Good on Paper,0,2021,\N,92,"Comedy,Romance",5.6,13506,nm1260607,Kimmy Gatewood
Skylines,Films (English),tt9387250,movie,Skylines,Skylines,0,2020,\N,113,"Action,Adventure,Sci-Fi",4.8,8920,nm2880943,Liam O'Donnell
Murder by the Coast,Films (Non-English),tt13323092,movie,Murder by the Coast,El caso Wanninkhof-Carabantes,0,2021,\N,88,"Crime,Documentary,History",6.5,2436,"nm1231462,nm4098906","Tània Balló, Marc M. Sarrado"
Prime Time,Films (Non-English),tt11460976,movie,Prime Time,Prime Time,0,2021,\N,93,"Drama,Thriller",5.2,1946,nm2959338,Jakub Piatek
Painkiller,TV (English),tt27590075,tvSeries,Painkiller,Painkiller,0,2024,\N,\N,Drama,,,nm3307527,Gabriela Pichler
Untold: Swamp Kings,TV (English),tt28089655,tvMiniSeries,Untold: Swamp Kings,Untold: Swamp Kings,0,2023,2023,182,"Documentary,Sport",,,,
The Ultimatum: Marry or Move On,TV (English),tt18396952,tvSeries,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On,0,2022,\N,60,Reality-TV,5.5,2545,\N,
Ballers,TV (English),tt28689876,tvEpisode,Ballers,Ballers,0,2023,\N,\N,"Documentary,Sport",7.2,297,\N,
The Lincoln Lawyer,TV (English),tt13833978,tvSeries,The Lincoln Lawyer,The Lincoln Lawyer,0,2022,\N,60,"Crime,Drama,Mystery",7.7,59729,"nm0343622,nm3311110,nm0002704,nm2451007,nm0624423,nm1032600,nm0825630,nm0940668,nm0295107,nm0004554,nm0401960","Bill D'Elia, Ben Hernandez Bray, Liz Friedlander, David Grossman, Ted Humphrey, Antonio Negret, Shana Stein, Kate Woods, Rob Seidenglanz, Erin Feeley, Alonso Alvarez"
Gabby's Dollhouse,TV (English),tt9165438,tvSeries,Gabby's Dollhouse,Gabby's Dollhouse,0,2021,\N,24,"Adventure,Animation,Comedy",7.2,659,"nm0669475,nm0400757,nm4127420,nm3101359,nm0722713,nm4781038,nm7622693,nm0789899,nm7960258,nm8331765","Lianne Hughes, Kevin Peaty, Dan Riba, Nuranee Shaw, Alden Ford, Mandy Clotworthy, Mary Hutson, Emily Jourdan, Nick Salmon, Pete Jacobs"
My Dad the Bounty Hunter,TV (English),tt13433814,tvSeries,My Dad the Bounty Hunter,My Dad the Bounty Hunter,0,2023,\N,22,"Action,Adventure,Animation",7.2,1365,"nm1440583,nm2846274,nm7741862,nm9323728,nm10125388,nm1155067,nm3692199","Cole Harrington, Everett Downing Jr., Kenji Ono, Ian Abando, Patrick Harpin, Kai Akira, Vince Aparo"
Mask Girl,TV (Non-English),tt26258200,tvSeries,Mask Girl,Maseukeugeol,0,2023,\N,60,"Comedy,Drama,Thriller",7.4,5882,nm9573987,Kim Yong-hoon
Ragnarok,TV (Non-English),tt27504868,tvEpisode,Ragnarok,Ragnarok,0,2023,\N,\N,\N,,,\N,
The Chosen One,TV (Non-English),tt1405354,tvSeries,The Chosen One,The Chosen One,0,2023,\N,45,"Action,Adventure,Drama",5.7,1610,nm0332740,Everardo Gout
Destined with You,TV (Non-English),tt27974068,tvSeries,Destined with You,Destined with You,0,2023,\N,70,"Drama,Fantasy,Romance",7.7,2055,nm5425534,Nam Ki Hoon
Baki Hanma,TV (Non-English),tt13357140,tvSeries,Baki Hanma,Hanma Baki: Son of Ogre,0,2021,\N,25,"Action,Animation,Drama",6.9,3679,nm0386185,Toshiki Hirano
Guns & Gulaabs,TV (Non-English),tt17524566,tvSeries,Guns & Gulaabs,Guns & Gulaabs,0,2023,\N,50,"Comedy,Crime,Romance",7.7,13630,"nm1354763,nm1356032","Krishna D.K., Raj Nidimoru"
Behind Your Touch,TV (Non-English),tt26314390,tvSeries,Behind Your Touch,Behind Your Touch,0,2023,\N,60,"Comedy,Crime,Drama",7.3,1612,nm2412823,Kim Yoon-seok
A Perfect Story,TV (Non-English),tt23183618,tvMiniSeries,A Perfect Story,Un cuento perfecto,0,2023,2023,220,"Drama,Romance",7.4,3154,nm6603169,Chloé Wallace
The Witcher,TV (English),tt28248176,tvEpisode,The Witcher,The Witcher,0,2023,\N,\N,Talk-Show,6.7,19,\N,
The Upshaws,TV (English),tt10945036,tvSeries,The Upshaws,The Upshaws,0,2021,\N,30,Comedy,7,3545,"nm0183615,nm0258405,nm0507629,nm0926526,nm1413749,nm3815120,nm0004917,nm0579318,nm0327591,nm0382943,nm1450131","Kim Fields, Robbie Countryman, Sheldon Epps, Victor Gonzalez, Regina Y. Hicks, Phill Lewis, Linda Mendoza, Ken Whittingham, Lynda Tarryk, Juanesta Holmes, Kelly Park"
Mech Cadets,TV (English),tt14690802,tvSeries,Mech Cadets,Mech Cadets,0,2023,\N,25,"Action,Adventure,Animation",6.8,589,"nm0996411,nm4346203","Tohru Patrick Awa, Kazuma Shimizu"
Heartstopper,TV (English),tt27033071,short,Heartstopper,Heartstopper,0,2022,\N,14,"Musical,Short",7.8,5,nm11788033,Zachary Fried
King the Land,TV (Non-English),tt26693803,tvSeries,King the Land,King Deo Raendeu,0,2023,\N,60,"Comedy,Romance",4.5,130325,\N,
My Happy Marriage,TV (Non-English),tt19869172,tvSeries,My Happy Marriage,Watashi no Shiawase na Kekkon,0,2023,\N,\N,"Animation,Drama,Fantasy",7.9,2688,nm12653792,Takehiro Kubota
The Uncanny Counter,TV (Non-English),tt13273826,tvSeries,The Uncanny Counter,Gyeongiroun Somun,0,2020,2023,65,"Action,Fantasy,Horror",8,10212,nm1602570,Seon-Dong Yu
The Tailor,TV (Non-English),tt27461785,short,The Tailor,The Tailor,0,2023,\N,11,"Documentary,Short",,,nm9465961,Carl Copeland
Fatal Seduction,TV (English),tt27951663,tvSeries,Fatal Seduction,Fatal Seduction,0,2023,\N,30,"Crime,Drama,Mystery",4.8,1208,"nm2537990,nm7197054,nm5579954","Johnny Barbuzano, Zuko Nodada, Nthabiseng Mokoena"
Om Nom Stories,TV (English),tt4643420,tvSeries,Om Nom Stories,Om Nom Stories,0,2011,\N,3,"Adventure,Animation,Comedy",6.9,106,nm7292570,Arthur Merkulov
Sweet Magnolias,TV (English),tt9077540,tvSeries,Sweet Magnolias,Sweet Magnolias,0,2020,\N,\N,"Drama,Romance",7.3,23564,"nm0118665,nm0068953,nm0632598,nm0005559,nm1062017,nm0932112,nm1707540,nm2022694","Kelli Williams, Mary Lou Belli, Norman Buckley, Laura Nisbet-Peters, Mykelti Williamson, Yangzom Brauen, Joy Lane, Lauren Petzke"
Fisk,TV (English),tt13353168,tvSeries,Fisk,Fisk,0,2021,\N,27,"Comedy,Drama",7.8,3887,"nm0281062,nm3027465","Kitty Flanagan, Tom Peterson"
Zombieverse,TV (Non-English),tt26770113,tvSeries,Zombieverse,Zombieverse,0,2023,\N,60,"Comedy,Game-Show,Horror",4.4,868,\N,
The Last Hours of Mario Biondo,TV (Non-English),tt28457132,tvMiniSeries,The Last Hours of Mario Biondo,Las últimas horas de Mario Biondo,0,2023,2023,127,"Crime,Documentary",5.1,594,nm1889194,María Pulido
D.P.,TV (Non-English),tt13024974,tvSeries,D.P.,D.P.,0,2021,\N,50,"Action,Crime,Drama",8.2,8254,nm5831893,Jun-hee Han
How to Become a Cult Leader,TV (English),tt28253602,tvSeries,How to Become a Cult Leader,How to Become a Cult Leader,0,2023,\N,30,"Crime,Documentary",6.7,1675,"nm0617106,nm3219913,nm8225950","Ron Myrick, Tim Rauch, Greg Franklin"
Too Hot to Handle,TV (English),tt27816669,tvEpisode,Too Hot to Handle,Too Hot to Handle,1,2023,\N,6,"Adult,Animation,Drama",,,"nm14872779,nm14872780","AgentBlue, AgentRedGirl"
Sintonia,TV (Non-English),tt12991952,short,Sintonia,Sintonia,0,2020,\N,\N,"Comedy,Short",,,nm11847942,Renan Chimati
Survival of the Thickest,TV (English),tt17361756,tvSeries,Survival of the Thickest,Survival of the Thickest,0,2023,\N,28,Comedy,7.5,3754,"nm11200127,nm4276354,nm0579318,nm1260607","Linda Mendoza, Kim O. Nguyen, Kimmy Gatewood, Amy Aniobi"
Quarterback,TV (English),tt26777035,tvSeries,Quarterback,Quarterback,0,2023,\N,50,"Documentary,Sport",8.1,3589,"nm3715489,nm3714599,nm3714806","Shannon Furman, Tim Rumpff, Matt Dissinger"
Mark Normand: Soup to Nuts,TV (English),tt28455629,tvSpecial,Mark Normand: Soup to Nuts,Mark Normand: Soup to Nuts,0,2023,\N,53,Comedy,7.3,862,nm13985068,James Webb
Burn the House Down,TV (Non-English),tt21327000,tvMiniSeries,Burn the House Down,"Mitaraike, Enjou Suru",0,2023,\N,45,"Drama,Mystery,Thriller",6.6,1189,"nm2601775,nm3871818","Yûichirô Hirakawa, Kôji Kôtoku"
Jujutsu Kaisen,TV (Non-English),tt12343534,tvSeries,Jujutsu Kaisen,Jujutsu Kaisen,0,2020,\N,24,"Action,Adventure,Animation",8.5,88290,"nm9639013,nm11605063,nm9646660,nm6378016,nm4163778,nm14292204,nm7847387,nm4810022","Kakushi Ifuku, Shouta Goshozono, Ryôhei Takeshita, Seong-Hu Park, Yui Umemoto, Eri Nagata, Yôsuke Takada, Hideaki Abe"
Suits,TV (English),tt28074445,short,Suits,Suits,0,2022,\N,\N,"Sci-Fi,Short",,,nm13645292,Ishmael Ribeiro Pina
Sonic Prime,TV (English),tt13961348,tvSeries,Sonic Prime,Sonic Prime,0,2022,\N,22,"Action,Adventure,Animation",7.3,2165,"nm2154278,nm1604339,nm3120087,nm4703458,nm1147326","Erik Wiese, Logan McPherson, Ishi Rudell, Kiran Sangherra, Joel Salaysay"
Kohrra,TV (Non-English),tt27853283,tvSeries,Kohrra,Kohrra,0,2023,\N,\N,"Crime,Drama,Thriller",7.5,7393,nm6095820,Randeep Jha
Celebrity,TV (Non-English),tt26315488,tvSeries,Celebrity,Selleobeuriti,0,2023,\N,60,"Drama,Mystery,Thriller",7.4,4160,nm1957161,Cheol-gyu Kim
See You in My 19th Life,TV (Non-English),tt27838483,tvSeries,See You in My 19th Life,See You in My 19th Life,0,2023,\N,70,"Comedy,Drama,Fantasy",7.7,6936,nm5711202,Lee Na-jeong
Record of Ragnarok,TV (Non-English),tt13676344,tvSeries,Record of Ragnarok,Shûmatsu no Valkyrie,0,2021,\N,24,"Action,Adventure,Animation",6.4,8160,nm1162795,Masao Ôkubo
The Surrogacy,TV (Non-English),tt27787160,tvSeries,The Surrogacy,Madre de alquiler,0,2023,\N,45,Drama,5.9,459,"nm0230352,nm0753826","Walter Doehner, Jorge Rios Villanueva"
Is It Cake?,TV (English),tt18314214,tvSeries,Is It Cake?,Is It Cake?,0,2022,\N,40,"Game-Show,Reality-TV",5.9,3663,\N,
Hack My Home,TV (English),tt27999986,tvSeries,Hack My Home,Hack My Home,0,2023,\N,30,Reality-TV,6.3,619,\N,
Back to 15,TV (Non-English),tt15301854,tvSeries,Back to 15,De Volta aos 15,0,2022,\N,40,"Comedy,Drama",6.8,1249,"nm2768785,nm1254230,nm0865512,nm4894169,nm1495717","Dainara Toffoli, Maria de Médicis, Marina Person, Vivianne Jundi, Ian Sbf"
Tom Segura: Sledgehammer,TV (English),tt11987416,tvSpecial,Tom Segura: Sledgehammer,Tom Segura: Sledgehammer,0,2023,\N,61,"Comedy,Documentary",7.1,2247,nm0689245,Ryan Polito
Black Mirror,TV (English),tt26246546,tvEpisode,Black Mirror,Black Mirror,0,2023,\N,\N,"Action,Crime,Drama",7.2,202,nm0211523,Jean de Segonzac
Bloodhounds,TV (Non-English),tt26315487,tvSeries,Bloodhounds,Bloodhounds,0,2023,\N,60,"Action,Crime,Drama",8.1,9475,nm8460699,Joo-hwan Kim
Fake Profile,TV (Non-English),tt14494938,tvSeries,Fake Profile,Perfil falso,0,2023,\N,35,"Drama,Romance,Thriller",5.7,3479,"nm2111394,nm3061515","Catalina Hernández, Klych López"
Doom at Your Service,TV (Non-English),tt13669128,tvSeries,Doom at Your Service,Eoneu Nal Uri Jib Hyeongwaeuro Myeolmangyi Deuleowassda,0,2021,2021,65,"Drama,Fantasy,Romance",7.9,6283,nm11639877,Young Il Kwon
Sleeping Dog,TV (Non-English),tt25375244,tvSeries,Sleeping Dog,Schlafende Hunde,0,2023,\N,55,"Crime,Drama,Mystery",6.4,2502,"nm0479810,nm0577641","Stephan Lacant, Francis Meletzky"
Catching Killers,TV (English),tt15723914,tvSeries,Catching Killers,Catching Killers,0,2021,\N,\N,"Crime,Documentary,Mystery",7.2,5102,nm3048444,Ben Reid
Glamorous,TV (English),tt19503218,tvSeries,Glamorous,Glamorous,0,2023,\N,45,"Comedy,Drama",6,6112,"nm1056186,nm0038893,nm0833889,nm2425648","Rebecca Asher, Todd Strauss-Schulson, Brennan Shroff, David Warren"
Our Planet,TV (English),tt18265052,tvEpisode,Our Planet,Our Planet,0,2019,\N,\N,"Animation,Comedy,Family",,,\N,
Never Have I Ever,TV (English),tt14262436,tvEpisode,Never Have I Ever,Never Have I Ever,0,2022,\N,43,"Biography,Crime,Drama",6.9,284,nm0158966,Lisa Cholodenko
Muscles & Mayhem: An Unauthorized Story of American Gladiators,TV (English),tt27851747,tvMiniSeries,Muscles & Mayhem: An Unauthorized Story of American Gladiators,Muscles & Mayhem: An Unauthorized Story of American Gladiators,0,2023,2023,208,"Documentary,History,Sport",7.2,2540,"nm0381478,nm4189470","Jared Hess, Tony Vainuku"
Titans,TV (English),tt27651229,tvEpisode,Titans,Titans,0,2023,\N,\N,Horror,,,nm10115388,Aaron Carlson
Let's Get Divorced,TV (Non-English),tt15567320,tvSeries,Let's Get Divorced,Let's Get Divorced,0,2023,\N,60,"Comedy,Drama,Romance",6.8,298,"nm1514821,nm5111244,nm11813005","Takuya Sakagami, Fuminori Kaneko, Ryôsuke Fukuda"
85 South: Ghetto Legends,TV (English),tt27861034,tvSpecial,85 South: Ghetto Legends,85 South: Ghetto Legends,0,2023,\N,54,Comedy,3.9,164,nm0490133,Stan Lathan
Arnold,TV (English),tt27713897,tvMiniSeries,Arnold,Arnold,0,2023,2023,180,"Biography,Documentary",8,18487,nm2026261,Lesley Chilcott
FUBAR,TV (English),tt26935718,short,FUBAR,FUBAR,0,2023,\N,12,"Action,Crime,Short",,,nm12417465,Taber Johnson
Demon Slayer: Kimetsu no Yaiba,TV (Non-English),tt9335498,tvSeries,Demon Slayer: Kimetsu no Yaiba,Kimetsu no Yaiba,0,2019,\N,24,"Action,Adventure,Animation",8.6,134653,"nm1417038,nm6957309,nm4582641,nm2003396,nm1132853,nm3297167,nm11170780,nm1939216,nm4883366,nm4582696,nm1534637,nm4796372,nm7832118,nm12672878,nm5801006,nm4303848,nm10512186,nm2951803,nm11840307","Yusuke Shibata, Jun'ichi Minamino, Shûji Miyahara, Yuji Shimizu, Ken Nakazawa, Haruo Sotozaki, Ken Takahashi, Takuya Nonaka, Akihiko Uda, Yûichi Terao, Hideki Hosokawa, Takahiro Majima, Takashi Suhara, Toshiyuki Shirai, Masashi Takeuchi, Yûki Itô, Shinsuke Gomi, Shin'ya Shimomura, Seiji Harada"
Valeria,TV (Non-English),tt12036228,short,Valeria,Valeria,0,2020,\N,19,"Drama,Short",,,"nm11449969,nm9615147","Alejandro San Martín, Borja Azpiroz"
Love Is Blind: Brazil,TV (Non-English),tt15018224,tvSeries,Love Is Blind: Brazil,Casamento às Cegas: Brasil,0,2021,\N,60,"Reality-TV,Romance",6.2,693,"nm11616746,nm10970425","Cássia Dian, Eugênia Ruggeri"
Tex Mex Motors,TV (English),tt27738618,tvSeries,Tex Mex Motors,Tex Mex Motors,0,2023,\N,35,Reality-TV,6.6,674,\N,
Manifest,TV (English),tt22768182,short,Manifest,Manifest,0,2022,\N,11,"Comedy,Short",,,nm8640512,Raquelle Wallace
Tour de France: Unchained,TV (Non-English),tt19296314,tvSeries,Tour de France: Unchained,Tour de France: Unchained,0,2023,\N,45,"Documentary,Sport",8.2,4009,nm1457212,Jamie Batten
The Playing Card Killer,TV (Non-English),tt27749701,tvMiniSeries,The Playing Card Killer,Baraja: La firma del asesino,0,2023,2023,151,"Crime,Documentary,History",6.2,733,nm3729938,Amanda Sans Pantling
The Good Bad Mother,TV (Non-English),tt27042206,tvSeries,The Good Bad Mother,The Good Bad Mother,0,2023,\N,70,"Comedy,Crime,Drama",8.4,3484,nm9200214,Na-Yeon Shim
The Ultimatum: Queer Love,TV (English),tt22326484,tvSeries,The Ultimatum: Queer Love,The Ultimatum: Queer Love,0,2023,\N,50,Reality-TV,6.7,985,\N,
Queen Charlotte: A Bridgerton Story,TV (English),tt14661396,tvMiniSeries,Queen Charlotte: A Bridgerton Story,Queen Charlotte: A Bridgerton Story,0,2023,2023,347,"Drama,History,Romance",7.4,48263,nm0894225,Tom Verica
"XO, Kitty",TV (English),tt14490706,tvSeries,"XO, Kitty","XO, Kitty",0,2023,\N,30,"Comedy,Drama,Romance",6.5,11768,"nm0036496,nm1088461,nm2048922,nm2408871","Jennifer Arnold, Jeff Chan, Katina Medina Mora, Pamela Romanowsky"
All American,TV (English),tt24057028,short,All American,All American,0,2022,\N,9,"Drama,Short",,,nm10437179,Tenzin Namgyel
S.W.A.T.,TV (English),tt6111130,tvSeries,S.W.A.T.,S.W.A.T.,0,2017,2023,43,"Action,Adventure,Crime",7.2,29898,"nm0197700,nm0251032,nm3181354,nm3887625,nm0855613,nm2016145,nm0272704,nm0510912,nm0644204,nm0004554,nm0779641,nm0798517,nm0591994,nm1301530,nm0069513,nm0007439,nm2128467,nm0053157,nm0317382,nm0743059,nm0795288,nm0735276,nm0444709,nm0726975,nm0534850,nm0066439,nm2745490,nm0904169,nm1270350,nm1103210,nm0736200,nm0339111,nm0076353,nm0334187,nm0877617,nm0549685,nm0191697,nm0864268,nm0201524,nm0364280,nm0336241","Ben Hernandez Bray, Douglas Aarniokoski, Norberto Barba, Greg Beeman, Laura Belsey, Paul F. Bernard, Hanelle M. Culpepper, Holly Dale, Michael D. Olmos, Eagle Egilsson, Guy Ferland, Billy Gierhart, Liz Graham, Alex Graves, Rob Greenlea, Jay Harrington, Elodie Keene, Justin Lin, Omar Madha, Stephanie A. Marquardt, Lexi Alexander, Lin Oeding, Alrick Riley, David Rodriguez, Bill Roe, Marc Roskin, Oz Scott, John F. Showalter, Batan Silva, John Terlesky, Romeo Tirone, Jann Turner, Maja Vrvilo, Gonzalo Amat, Larry Teng, Mahesh Pailoor, Alex Kalymnios, Lina Esco, Nina Lopez-Corrado, Cherie Gierhart, Alex Russell"
Agency,TV (Non-English),tt26253514,tvSeries,Agency,Agency,0,2023,2023,60,Drama,7.8,442,\N,
La Reina del Sur,TV (Non-English),tt1704637,tvSeries,La Reina del Sur,La Reina del Sur,0,2011,\N,378,"Action,Crime,Drama",7.9,3289,"nm0230352,nm1954674,nm2270723,nm0882078,nm0092632,nm1357797,nm7260861,nm0386351,nm0898213","Carlos Bolado, Walter Doehner, Sebastián Hiriart, Carlos Mario Urrea, Carlos Villegas Rosales, Mauricio Cruz, Claudia Pedraza, Jorge Colón, Bernardo Mota Careaga"
Turn of the Tide,TV (Non-English),tt20268688,tvSeries,Turn of the Tide,Rabo de Peixe,0,2023,\N,47,Drama,7.5,5552,"nm2040689,nm0784742","Patrícia Sequeira, Augusto Fraga"
Selling Sunset,TV (English),tt9817298,tvSeries,Selling Sunset,Selling Sunset,0,2019,\N,30,Reality-TV,6.6,7561,\N,
Firefly Lane,TV (English),tt24084708,tvEpisode,Firefly Lane,Firefly Lane,0,2022,\N,\N,Talk-Show,6.7,17,\N,
Muted,TV (Non-English),tt20477492,tvMiniSeries,Muted,El silencio,0,2023,2023,\N,"Crime,Drama,Mystery",5.6,4236,"nm2688320,nm1878916,nm1680361","Aitor Gabilondo, Esteban Crespo, Gabe Ibáñez"
Maid,TV (English),tt23773946,short,Maid,Camarera de Piso,0,2022,\N,12,Short,6.3,38,nm0551506,Lucrecia Martel
The Night Agent,TV (English),tt13918776,tvSeries,The Night Agent,The Night Agent,0,2023,\N,45,"Action,Drama,Thriller",7.5,96146,"nm0035060,nm0272704,nm1164861,nm1310794,nm0791381","Adam Arkin, Guy Ferland, Millicent Shelton, Seth Gordon, Ramaa Mosley"
Bridgerton,TV (English),tt13900198,tvEpisode,Bridgerton,Bridgerton,0,2021,\N,\N,Talk-Show,4.3,46,"nm1367063,nm4371747","Joe Guidry, Jon Mackey"
Black Knight,TV (Non-English),tt17013106,tvSeries,Black Knight,Black Knight,0,2023,\N,45,"Action,Adventure,Sci-Fi",6.4,6656,nm5485972,Ui Seok Cho
The Marked Heart,TV (Non-English),tt18974572,tvSeries,The Marked Heart,Pálpito,0,2022,\N,45,"Drama,Thriller",6.5,3620,nm6690751,Camilo Vega
Rhythm + Flow France,TV (Non-English),tt20192132,tvSeries,Rhythm + Flow France,Rhythm + Flow France,0,2022,\N,52,"Music,Reality-TV",6.3,216,nm5231155,Stéphane Bohée
Chiquititas,TV (Non-English),tt2734004,tvSeries,Chiquititas,Chiquititas,0,2013,2015,\N,"Drama,Family,Musical",5.2,249,"nm0686259,nm4619088,nm7652971,nm0100189,nm5190729,nm4187675","Reynaldo Boury, Luiz Antônio Piá, Roberto Menezes, Paulo Gomes, Ricardo Mantoanelli, Bruno Stuani"
Sweet Tooth,TV (English),tt27437910,tvEpisode,Sweet Tooth,Sweet Tooth,0,2023,\N,25,Talk-Show,,,\N,
Missing: Dead or Alive?,TV (English),tt27612322,tvSeries,Missing: Dead or Alive?,Missing: Dead or Alive?,0,2023,\N,45,"Crime,Documentary",5.8,1595,nm14146153,Alexander Irvine-Cox
Welcome to Eden,TV (Non-English),tt13457822,tvSeries,Welcome to Eden,Bienvenidos a Edén,0,2022,2023,40,"Action,Drama,Sci-Fi",5.6,7247,"nm2038223,nm0280669,nm1882666,nm1662715","Menna Fité, Juanma R. Pachón, Denis Rovira van Boekholt, Daniel Benmayor"
Queen Cleopatra,TV (English),tt27528139,tvMiniSeries,Queen Cleopatra,Queen Cleopatra,0,2023,2023,180,Documentary,1.1,82236,nm1314401,Tina Gharavi
