show_title,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name
Shrek,Films (English),tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy",7.9,713849,"nm0011470,nm0421776","Andrew Adamson, Vicky Jenson"
The Turning Point,Films (Non-English),tt14140844,movie,The Turning Point,La svolta,0,2021,\N,97,"Crime,Drama",6.3,913,nm6875783,Riccardo Antonaroli
Furioza,Films (Non-English),tt10515864,movie,Furioza,Furioza,0,2021,\N,139,"Action,Crime,Drama",6.3,5410,nm2940110,Cyprian T. Olencki
Yaksha: Ruthless Operations,Films (Non-English),tt12663250,movie,Yaksha: Ruthless Operations,Yacha,0,2022,\N,125,"Action,Crime,Thriller",6.3,4344,nm1593802,Hyeon Na
The Taming of the Shrewd,Films (Non-English),tt18970380,movie,The Taming of the Shrewd,Poskromienie zlosnicy,0,2022,\N,112,"Comedy,Romance",4.6,1128,nm4092908,Anna Wieczur-Bluszcz
A Hard Day,Films (Non-English),tt16024152,movie,A Hard Day,A Hard Day,0,2021,\N,111,"Action,Thriller",6.2,207,nm2263683,Lawrence Fajardo
Choose or Die,Films (English),tt11514780,movie,Choose or Die,Choose or Die,0,2022,\N,84,"Drama,Horror,Thriller",4.8,24824,nm2016267,Toby Meakins
White Hot: The Rise & Fall of Abercrombie & Fitch,Films (English),tt19034522,movie,White Hot: The Rise & Fall of Abercrombie & Fitch,White Hot: The Rise & Fall of Abercrombie & Fitch,0,2022,\N,88,Documentary,5.8,5075,nm3052903,Alison Klayman
Yakuza Princess,Films (English),tt10715446,movie,Yakuza Princess,Yakuza Princess,0,2021,\N,111,Thriller,4.7,1985,nm0025241,Vicente Amorim
Playing with Fire,Films (English),tt23901220,movie,Playing with Fire,Playing with Fire,0,2023,\N,\N,Comedy,,,nm0427793,Clyde Risley Jones
Cleaner,Films (English),tt13024190,movie,Cleaner,Cleaner,0,2017,\N,\N,"Comedy,Drama",,,nm11409884,Milja-Liina Moilanen
One Piece Film Z,Films (Non-English),tt2375379,movie,One Piece Film Z,One Piece Film Z,0,2012,\N,108,"Action,Adventure,Animation",7.7,9191,nm0619110,Tatsuya Nagamine
All Hail,Films (Non-English),tt16427718,movie,All Hail,Granizo,0,2022,\N,118,"Comedy,Drama",5.6,3822,nm0138759,Marcos Carnevale
In Good Hands,Films (Non-English),tt14898794,movie,In Good Hands,Sen Yasamaya Bak,0,2022,\N,104,"Comedy,Drama,Romance",5.7,3619,nm3773770,Ketche
Dasvi,Films (Non-English),tt14107554,movie,Dasvi,Dasvi,0,2022,\N,125,"Comedy,Drama",7.5,56188,nm2262547,Tushar Jalota
A Score to Settle,Films (English),tt3758162,movie,A Score to Settle,A Score to Settle,0,2019,\N,103,"Action,Crime,Drama",4.7,6832,nm0473329,Shawn Ku
Metal Lords,Films (English),tt12141112,movie,Metal Lords,Metal Lords,0,2022,\N,97,"Comedy,Music",6.7,31412,nm0813164,Peter Sollett
The Call,Films (English),tt13897346,movie,The Call,The Call,0,2023,\N,\N,Thriller,5.4,38,nm6286952,Matt Shaw
Return to Space,Films (English),tt18555320,movie,Return to Space,Return to Space,0,2022,\N,128,Documentary,7.3,5475,"nm3011011,nm1888091","Elizabeth Chai Vasarhelyi, Jimmy Chin"
A Dog's Way Home,Films (English),tt7616798,movie,A Dog's Way Home,A Dog's Way Home,0,2019,\N,96,"Adventure,Drama,Family",6.7,19532,nm0001747,Charles Martin Smith
Dancing on Glass,Films (Non-English),tt14118046,movie,Dancing on Glass,Las niñas de cristal,0,2022,\N,137,"Drama,Thriller",5.6,994,nm4352422,Jota Linares
The Bubble,Films (English),tt13610562,movie,The Bubble,The Bubble,0,2022,\N,126,Comedy,4.7,27780,nm0031976,Judd Apatow
Shrek Forever After,Films (English),tt0892791,movie,Shrek Forever After,Shrek Forever After,0,2010,\N,95,"Adventure,Animation,Comedy",6.3,219170,nm0593610,Mike Mitchell
The Blind Side,Films (English),tt0878804,movie,The Blind Side,The Blind Side,0,2009,\N,129,"Biography,Drama,Sport",7.6,352882,nm0359387,John Lee Hancock
Four Brothers,Films (English),tt0430105,movie,Four Brothers,Four Brothers,0,2005,\N,109,"Action,Crime,Drama",6.8,153816,nm0005436,John Singleton
Captain Nova,Films (Non-English),tt14915608,movie,Captain Nova,Captain Nova,0,2021,\N,86,"Adventure,Family,Sci-Fi",5.5,1960,nm2455668,Maurice Trouwborst
Enforcement,Films (Non-English),tt11081050,movie,Enforcement,Shorta,0,2020,\N,108,"Action,Crime,Drama",6.5,6573,"nm4888759,nm3504109","Anders Ølholm, Frederik Louis Hviid"
Riders of Justice,Films (Non-English),tt11655202,movie,Riders of Justice,Retfærdighedens ryttere,0,2020,\N,116,"Action,Comedy,Drama",7.5,58961,nm0421314,Anders Thomas Jensen
Ya veremos,Films (Non-English),tt7948540,movie,Ya veremos,Ya veremos,0,2018,\N,85,Drama,5.8,748,nm0950426,Pitipol Ybarra
Trust No One: The Hunt for the Crypto King,Films (English),tt15479902,movie,Trust No One: The Hunt for the Crypto King,Trust No One: The Hunt for the Crypto King,0,2022,\N,90,"Crime,Documentary",6.3,5797,nm2270667,Luke Sewell
6 Underground,Films (English),tt8106534,movie,6 Underground,6 Underground,0,2019,\N,128,"Action,Thriller",6.1,190879,nm0000881,Michael Bay
Blade Runner 2049,Films (English),tt1856101,movie,Blade Runner 2049,Blade Runner 2049,0,2017,\N,164,"Action,Drama,Mystery",8,628581,nm0898288,Denis Villeneuve
Gemini Man,Films (English),tt1025100,movie,Gemini Man,Gemini Man,0,2019,\N,117,"Action,Sci-Fi,Thriller",5.7,119159,nm0000487,Ang Lee
Rescued by Ruby,Films (English),tt11278476,movie,Rescued by Ruby,Rescued by Ruby,0,2022,\N,90,"Biography,Drama,Family",7.2,10129,nm0002240,Katt Shea
Escape Room,Films (English),tt5886046,movie,Escape Room,Escape Room,0,2019,\N,99,"Action,Adventure,Horror",6.4,136819,nm0733263,Adam Robitel
Battle: Freestyle,Films (Non-English),tt13350858,movie,Battle: Freestyle,Battle: Freestyle,0,2022,\N,88,"Drama,Music,Romance",4.6,548,nm4193530,Ingvild Søderlind
83,Films (Non-English),tt7518786,movie,83,83,0,2021,\N,162,"Biography,Drama,History",7.5,39866,nm1203138,Kabir Khan
Forever Out of My League,Films (Non-English),tt14362698,movie,Forever Out of My League,Sempre più bello,0,2021,\N,105,"Comedy,Drama,Romance",5.4,633,nm1050313,Claudio Norza
Windfall,Films (English),tt15033192,movie,Windfall,Windfall,0,2022,\N,92,"Crime,Drama,Thriller",5.7,25859,nm1660595,Charlie McDowell
John Wick: Chapter 2,Films (English),tt4425200,movie,John Wick: Chapter 2,John Wick: Chapter 2,0,2017,\N,122,"Action,Crime,Thriller",7.4,494204,nm0821432,Chad Stahelski
The Dead Don't Die,Films (English),tt8695030,movie,The Dead Don't Die,The Dead Don't Die,0,2019,\N,104,"Comedy,Fantasy,Horror",5.5,83606,nm0000464,Jim Jarmusch
A Walk Among the Tombstones,Films (English),tt0365907,movie,A Walk Among the Tombstones,A Walk Among the Tombstones,0,2014,\N,114,"Action,Crime,Drama",6.5,125707,nm0291082,Scott Frank
The Bombardment,Films (Non-English),tt9170516,movie,The Bombardment,Skyggen i mit øje,0,2021,\N,107,"Drama,History,War",7.3,15595,nm0097079,Ole Bornedal
Restless,Films (Non-English),tt14465894,movie,Restless,Sans répit,0,2022,\N,95,"Action,Crime,Thriller",5.8,5232,nm0089033,Régis Blondeau
Today We Fix the World,Films (Non-English),tt11592014,movie,Today We Fix the World,Hoy se arregla el mundo,0,2022,\N,113,"Comedy,Drama",6.2,1260,nm1033668,Ariel Winograd
The Pirates: The Last Royal Treasure,Films (Non-English),tt17491040,movie,The Pirates: The Last Royal Treasure,The Pirates: The Last Royal Treasure,0,2022,\N,126,"Action,Adventure,Comedy",6.1,4441,nm4422247,Jeong-hoon Kim
Love Like the Falling Petals,Films (Non-English),tt14227972,movie,Love Like the Falling Petals,Sakura no yôna boku no koibito,0,2022,\N,128,"Drama,Romance",6.5,731,"nm2128244,nm3214677","Yoshihiro Fukagawa, Valeria Zunzun"
The Ice Road,Films (English),tt3758814,movie,The Ice Road,The Ice Road,0,2021,\N,109,"Action,Adventure,Thriller",5.6,45456,nm0378144,Jonathan Hensleigh
The Weekend Away,Films (English),tt14817272,movie,The Weekend Away,The Weekend Away,0,2022,\N,89,"Crime,Drama,Mystery",5.7,28398,nm2040537,Kim Farrant
Shrek 2,Films (English),tt0298148,movie,Shrek 2,Shrek 2,0,2004,\N,93,"Adventure,Animation,Comedy",7.3,491467,"nm0011470,nm0038432,nm0970447","Andrew Adamson, Kelly Asbury, Conrad Vernon"
Badhaai Do,Films (Non-English),tt11934846,movie,Badhaai Do,Badhaai Do,0,2022,\N,147,"Comedy,Crime,Drama",7,20524,nm2862844,Harshavardhan Kulkarni
Spider-Man: Into the Spider-Verse,Films (English),tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,\N,117,"Action,Adventure,Animation",8.4,635517,"nm0745247,nm2130108,nm0709056","Peter Ramsey, Rodney Rothman, Bob Persichetti"
Coach Carter,Films (English),tt0393162,movie,Coach Carter,Coach Carter,0,2005,\N,136,"Biography,Drama,Sport",7.3,166119,nm0141961,Thomas Carter
Meskina,Films (Non-English),tt13691036,movie,Meskina,Meskina,0,2021,\N,98,Comedy,5.6,1189,nm12169256,Daria Bukvic
The Invisible Thread,Films (Non-English),tt14540892,movie,The Invisible Thread,Il filo invisibile,0,2022,\N,109,"Comedy,Drama,Family",6.8,2343,nm0699764,Marco Simon Puccioni
Love Tactics,Films (Non-English),tt14486678,movie,Love Tactics,Ask Taktikleri,0,2022,\N,97,"Comedy,Romance",5.3,5665,nm6312587,Emre Kabakusak
Black Beach,Films (Non-English),tt9660688,movie,Black Beach,Black Beach,0,2020,\N,110,"Crime,Drama,Thriller",5.6,1764,"nm1878916,nm15182426","Gonzalo Gilsanz, Esteban Crespo"
The Tinder Swindler,Films (English),tt14992922,movie,The Tinder Swindler,The Tinder Swindler,0,2022,\N,114,"Crime,Documentary",7.1,70773,nm3220744,Felicity Morris
Just Like Heaven,Films (English),tt0425123,movie,Just Like Heaven,Just Like Heaven,0,2005,\N,95,"Comedy,Drama,Fantasy",6.7,115539,nm0914132,Mark Waters
Battleship,Films (English),tt1440129,movie,Battleship,Battleship,0,2012,\N,131,"Action,Adventure,Sci-Fi",5.8,254639,nm0000916,Peter Berg
My Wonderful Life,Films (Non-English),tt13164942,movie,My Wonderful Life,Moje wspaniale zycie,0,2021,\N,99,"Comedy,Drama,Romance",5.9,880,nm8150307,Lukasz Grzegorzek
UFO,Films (Non-English),tt14369286,movie,UFO,UFO,0,2022,\N,109,Drama,4.8,1226,nm5469712,Onur Bilgetay
Texas Chainsaw Massacre,Films (English),tt11755740,movie,Texas Chainsaw Massacre,Texas Chainsaw Massacre,0,2022,\N,83,"Crime,Horror,Thriller",4.7,59418,nm2596725,David Blue Garcia
Downfall: The Case Against Boeing,Films (English),tt11893274,movie,Downfall: The Case Against Boeing,Downfall: The Case Against Boeing,0,2022,\N,89,Documentary,7.4,12926,nm0448311,Rory Kennedy
Fistful of Vengeance,Films (English),tt14158554,movie,Fistful of Vengeance,Fistful of Vengeance,0,2022,\N,96,"Action,Crime,Drama",4.4,7358,nm0004152,Roel Reiné
Tall Girl 2,Films (English),tt16085592,movie,Tall Girl 2,Tall Girl 2,0,2022,\N,97,"Comedy,Drama,Family",4.7,5871,nm1733017,Emily Ting
Abominable,Films (English),tt10674930,movie,Abominable,Abominable,0,2020,\N,72,Horror,2.7,1098,nm13612088,Jamaal Burden
Despicable Me,Films (English),tt1323594,movie,Despicable Me,Despicable Me,0,2010,\N,95,"Adventure,Animation,Comedy",7.6,570390,"nm1853544,nm0719208","Chris Renaud, Pierre Coffin"
Don't Kill Me,Films (Non-English),tt11116374,movie,Don't Kill Me,Non mi uccidere,0,2021,\N,90,"Fantasy,Horror,Romance",4.3,2288,nm1693484,Andrea De Sica
Parallel Mothers,Films (Non-English),tt12618926,movie,Parallel Mothers,Madres paralelas,0,2021,\N,123,Drama,7.1,34014,nm0000264,Pedro Almodóvar
Compadres,Films (Non-English),tt3367294,movie,Compadres,Compadres,0,2016,\N,101,"Action,Comedy,Crime",4.8,1122,nm1761722,Enrique Begné
Lost Paradise,Films (Non-English),tt5112348,movie,Lost Paradise,Paraíso perdido,0,2016,\N,87,"Drama,Thriller",4.3,264,nm3183685,Humberto Hinojosa Ozcariz
St. Vincent,Films (English),tt2170593,movie,St. Vincent,St. Vincent,0,2014,\N,102,"Comedy,Drama",7.2,107184,nm0577647,Theodore Melfi
The Vanishing,Films (English),tt4131496,movie,The Vanishing,The Vanishing,0,2018,\N,107,"Drama,Mystery,Thriller",5.9,20031,nm0638679,Kristoffer Nyholm
Love and Leashes,Films (Non-English),tt15553956,movie,Love and Leashes,Love and Leashes,0,2022,\N,117,"Comedy,Romance",6.3,6033,nm3016523,Hyeon-jin Park
Into the Wind,Films (Non-English),tt17044594,movie,Into the Wind,Pod wiatr,0,2022,\N,107,"Comedy,Drama,Romance",5.3,1133,nm2127736,Kristoffer Rus
Parallel Roads,Films (Non-English),tt5223624,movie,Parallel Roads,Rumbos paralelos,0,2016,\N,91,Drama,6.6,411,nm0599472,Rafael Montero
My Best Friend Anne Frank,Films (Non-English),tt10360772,movie,My Best Friend Anne Frank,Mijn beste vriendin Anne Frank,0,2021,\N,103,Drama,6.2,5210,nm0813786,Ben Sombogaart
Thoroughbred,Films (Non-English),tt1653701,movie,Thoroughbred,Thoroughbred,0,2011,\N,85,"Documentary,Sport",,,nm3911875,Paul Wagner
Home Team,Films (English),tt14592064,movie,Home Team,Home Team,0,2022,\N,95,"Comedy,Sport",6,21245,"nm3057695,nm8451296","Charles Kinnane, Daniel Kinnane"
Faster,Films (English),tt1433108,movie,Faster,Faster,0,2010,\N,98,"Action,Crime,Drama",6.4,110950,nm0863387,George Tillman Jr.
The Power of the Dog,Films (English),tt10293406,movie,The Power of the Dog,The Power of the Dog,0,2021,\N,126,"Drama,Western",6.8,188107,nm0001005,Jane Campion
Don't Look Up,Films (English),tt11286314,movie,Don't Look Up,Don't Look Up,0,2021,\N,138,"Comedy,Drama,Sci-Fi",7.2,574430,nm0570912,Adam McKay
Child of Kamiari Month,Films (Non-English),tt13057626,movie,Child of Kamiari Month,Kamiarizuki no kodomo,0,2021,\N,99,"Adventure,Animation,Drama",5.9,1167,nm6213247,Takana Shirai
Looop Lapeta,Films (Non-English),tt8907974,movie,Looop Lapeta,Looop Lapeta,0,2022,\N,131,"Action,Comedy,Crime",5.2,5005,nm7202086,Aakash Bhatia
Transformers: Revenge of the Fallen,Films (English),tt1055369,movie,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen,0,2009,\N,149,"Action,Adventure,Sci-Fi",5.9,422218,nm0000881,Michael Bay
The Royal Treatment,Films (English),tt13989030,movie,The Royal Treatment,The Royal Treatment,0,2022,\N,96,"Comedy,Family,Romance",5.2,10944,nm0414910,Rick Jacobson
Can You Keep a Secret?,Films (English),tt8707922,movie,Can You Keep a Secret?,Can You Keep a Secret?,0,2019,\N,94,"Comedy,Romance",5.3,19972,nm1435237,Elise Durán
My Father's Violin,Films (Non-English),tt14369276,movie,My Father's Violin,Babamin Kemani,0,2022,\N,112,Drama,6.4,3929,nm1729122,Andaç Haznedaroglu
Amandla,Films (Non-English),tt5343008,movie,Amandla,Amandla,0,2022,\N,106,"Crime,Drama",5.6,453,nm3590611,Nerina De Jager
How I Fell in Love with a Gangster,Films (Non-English),tt16453244,movie,How I Fell in Love with a Gangster,Jak pokochalam gangstera,0,2022,\N,185,"Crime,Drama",6,2754,nm10398220,Maciej Kawulski
Fierce,Films (Non-English),tt3699816,movie,Fierce,In the Company of Strangers,0,2020,\N,100,"Crime,Drama,Thriller",7.1,20,nm4773578,The Grinman Brothers
The Medium,Films (Non-English),tt13446168,movie,The Medium,Rang zong,0,2021,\N,130,Horror,6.5,11711,nm1802294,Banjong Pisanthanakun
The Secret Life of Pets 2,Films (English),tt5113040,movie,The Secret Life of Pets 2,The Secret Life of Pets 2,0,2019,\N,86,"Adventure,Animation,Comedy",6.4,66925,"nm0719208,nm3646390","Chris Renaud, Jonathan del Val"
Hotel Transylvania 3: Summer Vacation,Films (English),tt5220122,movie,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,0,2018,\N,97,"Adventure,Animation,Comedy",6.3,81821,nm0850733,Genndy Tartakovsky
Brazen,Films (English),tt13978306,movie,Brazen,Brazen,0,2022,\N,94,"Crime,Drama,Mystery",4.2,13385,nm0593618,Monika Mitchell
The Possession of Hannah Grace,Films (English),tt5734576,movie,The Possession of Hannah Grace,The Possession of Hannah Grace,0,2018,\N,86,"Horror,Mystery,Thriller",5.2,24973,nm1082611,Diederik Van Rooijen
A Perfect Enemy,Films (English),tt9421200,movie,A Perfect Enemy,A Perfect Enemy,0,2020,\N,89,"Drama,Mystery,Thriller",5.5,3490,nm1665932,Kike Maíllo
Shyam Singha Roy,Films (Non-English),tt13349716,movie,Shyam Singha Roy,Shyam Singha Roy,0,2021,\N,155,"Drama,Romance",7.6,14645,nm6916508,Rahul Sankrityan
Photocopier,Films (Non-English),tt13729220,movie,Photocopier,Penyalin Cahaya,0,2021,\N,130,"Crime,Drama,Mystery",6.8,3677,nm6543958,Wregas Bhanuteja
Rogue City,Films (Non-English),tt10127684,movie,Rogue City,Bronx,0,2020,\N,116,"Action,Crime,Drama",6.1,9671,nm0545356,Olivier Marchal
Vicky and Her Mystery,Films (Non-English),tt10945274,movie,Vicky and Her Mystery,Mystère,0,2021,\N,84,"Adventure,Drama,Family",6.3,2451,nm0408120,Denis Imbert
Riverdance: The Animated Adventure,Films (English),tt10841088,movie,Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,0,2021,\N,90,"Adventure,Animation,Comedy",5.5,2276,"nm0124900,nm0742125","Eamonn Butler, Dave Rosenbaum"
After We Fell,Films (English),tt13069986,movie,After We Fell,After We Fell,0,2021,\N,98,"Drama,Romance",4.7,18499,nm2500541,Castille Landon
Back to the Outback,Films (English),tt13575806,movie,Back to the Outback,Back to the Outback,0,2021,\N,95,"Adventure,Animation,Comedy",6.5,9895,"nm0187912,nm0208005","Harry Cripps, Clare Knight"
Mother/Android,Films (English),tt13029044,movie,Mother/Android,Mother/Android,0,2021,\N,110,"Drama,Sci-Fi,Thriller",4.9,20663,nm3231728,Mattson Tomlin
Tides,Films (English),tt5514674,movie,Tides,Tides,0,2017,\N,99,Drama,6.1,65,nm3196340,Tupaq Felber
The Clovehitch Killer,Films (English),tt6269368,movie,The Clovehitch Killer,The Clovehitch Killer,0,2018,\N,109,"Crime,Drama,Mystery",6.5,32486,nm1892658,Duncan Skiles
Four to Dinner,Films (Non-English),tt14247286,movie,Four to Dinner,Quattro metà,0,2022,\N,105,"Comedy,Romance",6.3,3702,nm0270099,Alessio Maria Federici
The Wasteland,Films (Non-English),tt14017492,movie,The Wasteland,The Wasteland,0,2022,\N,\N,Action,5.1,45,\N,
Chandigarh Kare Aashiqui,Films (Non-English),tt12861850,movie,Chandigarh Kare Aashiqui,Chandigarh Kare Aashiqui,0,2021,\N,117,"Comedy,Crime,Drama",6.8,14989,nm0438461,Abhishek Kapoor
Minnal Murali,Films (Non-English),tt7268738,movie,Minnal Murali,Minnal Murali,0,2021,\N,158,"Action,Comedy,Drama",7.8,31789,nm7243877,Basil Joseph
Lulli,Films (Non-English),tt16282866,movie,Lulli,Lulli,0,2021,\N,90,"Comedy,Romance",4.8,1740,nm0735083,César Rodrigues
Sin Nombre,Films (Non-English),tt1127715,movie,Sin Nombre,Sin nombre,0,2009,\N,96,"Adventure,Crime,Drama",7.5,33784,nm1560977,Cary Joji Fukunaga
The Lost Daughter,Films (English),tt9100054,movie,The Lost Daughter,The Lost Daughter,0,2021,\N,121,Drama,6.7,71991,nm0350454,Maggie Gyllenhaal
The Unforgivable,Films (English),tt11233960,movie,The Unforgivable,The Unforgivable,0,2021,\N,112,"Crime,Drama",7.1,116166,nm3519173,Nora Fingscheidt
Journey 2: The Mysterious Island,Films (English),tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,\N,94,"Action,Adventure,Comedy",5.7,109719,nm0679031,Brad Peyton
Seal Team,Films (English),tt8456190,movie,Seal Team,Seal Team,0,2021,\N,101,"Action,Animation,Comedy",5.6,1729,"nm4248415,nm3568340","Kane Croudace, Greig Cameron"
The Longest Yard,Films (English),tt0398165,movie,The Longest Yard,The Longest Yard,0,2005,\N,113,"Comedy,Crime,Sport",6.4,190394,nm0781842,Peter Segal
Spider-Man: Homecoming,Films (English),tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,\N,133,"Action,Adventure,Sci-Fi",7.4,698646,nm1218281,Jon Watts
Fast & Furious Presents: Hobbs & Shaw,Films (English),tt6806448,movie,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,0,2019,\N,137,"Action,Adventure,Thriller",6.5,229286,nm0500610,David Leitch
Spider-Man,Films (English),tt0145487,movie,Spider-Man,Spider-Man,0,2002,\N,121,"Action,Adventure,Sci-Fi",7.4,856975,nm0000600,Sam Raimi
1000 Miles from Christmas,Films (Non-English),tt13782052,movie,1000 Miles from Christmas,A mil kilómetros de la Navidad,0,2021,\N,102,"Comedy,Romance",5.8,1864,nm0273208,Álvaro Fernández Armero
The Whole Truth,Films (Non-English),tt15850662,movie,The Whole Truth,The Whole Truth,0,2021,\N,125,"Drama,Horror,Mystery",5.2,4134,nm0765685,Wisit Sasanatieng
Anonymously Yours,Films (Non-English),tt16088568,movie,Anonymously Yours,Anónima,0,2021,\N,100,"Drama,Romance",5.8,2236,nm6750289,Maria Torres
The Hand of God,Films (Non-English),tt12680684,movie,The Hand of God,È stata la mano di Dio,0,2021,\N,130,Drama,7.3,47609,nm0815204,Paolo Sorrentino
A California Christmas: City Lights,Films (English),tt13701962,movie,A California Christmas: City Lights,A California Christmas: City Lights,0,2021,\N,106,"Comedy,Drama,Romance",5.5,3059,nm1626854,Shaun Paul Piccinino
A Boy Called Christmas,Films (English),tt10187208,movie,A Boy Called Christmas,A Boy Called Christmas,0,2021,\N,106,"Adventure,Drama,Family",6.7,24782,nm1481493,Gil Kenan
